readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Sash1,MAE,1,no-UMI,Atf7ip,16,G06,1,6776,LOW,
Sash1,MAE,1,no-UMI,Eed,16,G07,0.999899467,9953,VERY GOOD,
Sash1,MAE,1,no-UMI,Ctcf,16,G08,0.999851301,20193,MED,
Sash1,MAE,1,no-UMI,Sirt1,16,G09,0.99969825,3315,LOW,
Sash1,MAE,1,no-UMI,Zfp57,16,G10,1,317,LOW-VL,
Sash1,MAE,1,no-UMI,Hdac2,16,G11,0.9996535,8663,MED-GOOD,
Sash1,MAE,1,no-UMI,Kmt5a,16,G12,0.999871586,23382,MED-GOOD,
Sash1,MAE,1,no-UMI,Ring1,16,H01,0.999814161,10773,VERY GOOD,
Sash1,MAE,1,no-UMI,Atrx,16,H02,1,5960,LOW-VL,
Sash1,MAE,1,no-UMI,Parp1,16,H03,0.999897541,9776,MED-GOOD,
Sash1,MAE,1,no-UMI,Rnf2,16,H04,0.999635728,13742,VERY GOOD,
Sash1,MAE,1,no-UMI,Atrx,16,H05,0.998113764,16980,VERY GOOD,
Sash1,MAE,1,no-UMI,Suv39h1,16,H06,1,30,LOW-VL,
Sash1,MAE,1,no-UMI,Hdac1,16,H07,0.999946587,18740,LOW-MED,
Sash1,MAE,1,no-UMI,Rnf2,16,H08,0.999860387,21503,VERY GOOD,
Sash1,MAE,1,no-UMI,pLKO,16,H09,0.999864044,22076,VERY GOOD,
Sash1,MAE,1,no-UMI,pLKO,16,H10,0.999797806,19796,VERY GOOD,
Sash1,MAE,1,no-UMI,EMPTY,16,H11,1,67,NC,
Sash1,MAE,1,no-UMI,EMPTY,16,H12,1,231,NC,
Smtnl2,MAE,1,no-UMI,Ctcf,12,A01,0,1,LOW-NC,
Smtnl2,MAE,1,no-UMI,Rnf2,12,A02,0,45,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ehmt2,12,A03,0,1114,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Parp1,12,A04,0.015182345,6392,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Parp1,12,A05,0,5,NC,
Smtnl2,MAE,1,no-UMI,Zfp57,12,A06,0.083014049,1568,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atf7ip,12,A07,0.25,4,LOW-MED,
Smtnl2,MAE,1,no-UMI,Hdac2,12,A08,0.018368449,3704,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Kmt5a,12,A09,0.125,16,LOW,
Smtnl2,MAE,1,no-UMI,Suv39h1,12,A10,0.066894717,2633,GOOD,
Smtnl2,MAE,1,no-UMI,Smchd1,12,A11,NA,0,LOW-NC,
Smtnl2,MAE,1,no-UMI,Sirt1,12,A12,0.003389831,295,GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,12,B01,NA,0,LOW,
Smtnl2,MAE,1,no-UMI,Rad21,12,B02,0,28,LOW-NC,
Smtnl2,MAE,1,no-UMI,Eed,12,B03,0,7,LOW,
Smtnl2,MAE,1,no-UMI,Hdac1,12,B04,0,24,LOW-MED,
Smtnl2,MAE,1,no-UMI,Dnmt1,12,B05,0,11,LOW-NC,
Smtnl2,MAE,1,no-UMI,Eed,12,B06,0,28,LOW-MED,
Smtnl2,MAE,1,no-UMI,Rrm2,12,B07,0.643002028,493,MED,
Smtnl2,MAE,1,no-UMI,Atrx,12,B08,0.001709402,585,MED,
Smtnl2,MAE,1,no-UMI,Dnmt1,12,B09,0.015372443,8849,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Sirt1,12,B10,0.03125,32,LOW,
Smtnl2,MAE,1,no-UMI,Parp1,12,B11,0,1,VL-LOW,
Smtnl2,MAE,1,no-UMI,Hdac2,12,B12,0,340,MED,
Smtnl2,MAE,1,no-UMI,Smchd1,12,C01,NA,0,LOW,
Smtnl2,MAE,1,no-UMI,Ehmt2,12,C02,0.048831488,8132,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Rrm2,12,C03,0.03030303,33,LOW-NC,
Smtnl2,MAE,1,no-UMI,Rrm2,12,C04,0,1,LOW-NC,
Smtnl2,MAE,1,no-UMI,Smchd1,12,C05,0,860,GOOD,
Smtnl2,MAE,1,no-UMI,Rrm2,12,C06,0,460,LOW-MED,
Smtnl2,MAE,1,no-UMI,Kmt5a,12,C07,NA,0,LOW-NC,
Smtnl2,MAE,1,no-UMI,Luciferase,12,C08,0.001098901,910,GOOD,
Smtnl2,MAE,1,no-UMI,Dnmt1,12,C09,0,581,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Dnmt1,12,C10,0,20,LOW-NC,
Smtnl2,MAE,1,no-UMI,Rad21,12,C11,NA,0,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ring1,12,C12,NA,0,LOW-MED,
Smtnl2,MAE,1,no-UMI,Ehmt2,12,D01,0.001296008,3859,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Rrm2,12,D02,0,9,VL-LOW,
Smtnl2,MAE,1,no-UMI,Ring1,12,D03,0.133333333,15,VL-LOW,
Smtnl2,MAE,1,no-UMI,Kmt5a,12,D04,0,17,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ehmt2,12,D05,0.020618557,97,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ctcf,12,D06,0,8,LOW-VL,
Smtnl2,MAE,1,no-UMI,Suv39h1,12,D07,0.08411215,107,GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,12,D08,0.103448276,29,L-VL,
Smtnl2,MAE,1,no-UMI,GFP,12,D09,0.147601476,813,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Hdac2,12,D10,0.012658228,237,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Hdac2,12,D11,0,7,LOW-NC,
Smtnl2,MAE,1,no-UMI,Smchd1,12,D12,0.003184713,942,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Eed,12,E01,0.009427121,1379,GOOD,
Smtnl2,MAE,1,no-UMI,Atf7ip,12,E02,0,4,LOW-VL,
Smtnl2,MAE,1,no-UMI,Eed,12,E03,0.010357815,2125,GOOD,
Smtnl2,MAE,1,no-UMI,Rad21,12,E04,0.027987083,929,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Hdac1,12,E05,0.006329114,158,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Rad21,12,E06,0,13,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ehmt2,12,E07,0,558,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Rnf2,12,E08,0.039635058,6686,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Kmt5a,12,E09,0.034482759,29,LOW-NC,
Smtnl2,MAE,1,no-UMI,Sirt1,12,E10,0,158,MED,
Smtnl2,MAE,1,no-UMI,Zfp57,12,E11,0,3442,GOOD,
Smtnl2,MAE,1,no-UMI,Ring1,12,E12,0.043788187,2949,GOOD-VG,
Smtnl2,MAE,1,no-UMI,Hdac1,12,F01,0,76,LOW-MED,
Smtnl2,MAE,1,no-UMI,Sirt1,12,F02,0.009009009,111,LOW-VL,
Smtnl2,MAE,1,no-UMI,Atf7ip,12,F03,0,21,L-NC,
Smtnl2,MAE,1,no-UMI,Parp1,12,F04,NA,0,L-VL,
Smtnl2,MAE,1,no-UMI,Dnmt1,12,F05,0,2,L-VL,
Smtnl2,MAE,1,no-UMI,Ctcf,12,F06,NA,0,L-NC,
Smtnl2,MAE,1,no-UMI,Zfp57,12,F07,0,1,L-VL,
Smtnl2,MAE,1,no-UMI,Ctcf,12,F08,0.953488372,172,LOW-MED,
Smtnl2,MAE,1,no-UMI,Rad21,12,F09,0,4,LOW,
Smtnl2,MAE,1,no-UMI,Rnf2,12,F10,0.076585834,7363,GOOD-VG,
Smtnl2,MAE,1,no-UMI,Hdac1,12,F11,0,3,LOW-VL,
Smtnl2,MAE,1,no-UMI,Suv39h1,12,F12,0,2,LOW-VL,
Smtnl2,MAE,1,no-UMI,Suv39h1,12,G01,0.01667916,5338,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Zfp57,12,G02,0,134,MED,
Smtnl2,MAE,1,no-UMI,Smchd1,12,G03,0,4,LOW-NC,
Smtnl2,MAE,1,no-UMI,Atf7ip,12,G04,0.031717888,5077,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Ring1,12,G05,0,252,LOW-MED,
Smtnl2,MAE,1,no-UMI,Atf7ip,12,G06,0,1,LOW-VL,
Smtnl2,MAE,1,no-UMI,Eed,12,G07,0.026281209,2283,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Ctcf,12,G08,0,18,LOW,
Smtnl2,MAE,1,no-UMI,Sirt1,12,G09,0.083333333,12,LOW,
Smtnl2,MAE,1,no-UMI,Zfp57,12,G10,0.037037037,27,LOW-VL,
Smtnl2,MAE,1,no-UMI,Hdac2,12,G11,0,2,MED,
Smtnl2,MAE,1,no-UMI,Kmt5a,12,G12,0.000625782,1598,MED,
Smtnl2,MAE,1,no-UMI,Ring1,12,H01,0,1136,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,12,H02,0,2,LOW,
Smtnl2,MAE,1,no-UMI,Parp1,12,H03,0,124,MED,
Smtnl2,MAE,1,no-UMI,Rnf2,12,H04,0.022758307,2199,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,12,H05,0.129277567,2367,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Suv39h1,12,H06,0,2,LOW-VL,
Smtnl2,MAE,1,no-UMI,Hdac1,12,H07,0.005242464,765,LOW,
Smtnl2,MAE,1,no-UMI,Rnf2,12,H08,0.005076142,788,GOOD,
Smtnl2,MAE,1,no-UMI,pLKO,12,H09,0.041666667,7349,VERY GOOD,
Smtnl2,MAE,1,no-UMI,pLKO,12,H10,0.025470423,9622,VERY GOOD,
Smtnl2,MAE,1,no-UMI,EMPTY,12,H11,0,1,LOW-NC,
Smtnl2,MAE,1,no-UMI,EMPTY,12,H12,0,8,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ctcf,16,A01,NA,0,LOW-VL,
Smtnl2,MAE,1,no-UMI,Rnf2,16,A02,0,19,LOW-VL,
Smtnl2,MAE,1,no-UMI,Ehmt2,16,A03,0.009120081,5923,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Parp1,16,A04,0.012889029,3181,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Parp1,16,A05,0,3,LOW-VL,
Smtnl2,MAE,1,no-UMI,Zfp57,16,A06,0.049180328,976,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atf7ip,16,A07,0.014084507,142,LOW-MED,
Smtnl2,MAE,1,no-UMI,Hdac2,16,A08,0.035816619,1396,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Kmt5a,16,A09,0.05,20,LOW-NC,
Smtnl2,MAE,1,no-UMI,Suv39h1,16,A10,0.083479789,1139,GOOD,
Smtnl2,MAE,1,no-UMI,Smchd1,16,A11,0,1,LOW-VL,
Smtnl2,MAE,1,no-UMI,Sirt1,16,A12,0,21,GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,16,B01,0,1,LOW-VL,
Smtnl2,MAE,1,no-UMI,Rad21,16,B02,0,18,LOW-NC,
Smtnl2,MAE,1,no-UMI,Eed,16,B03,0.041666667,24,LOW-NC,
Smtnl2,MAE,1,no-UMI,Hdac1,16,B04,0,26,LOW,
Smtnl2,MAE,1,no-UMI,Dnmt1,16,B05,0,25,LOW-NC,
Smtnl2,MAE,1,no-UMI,Eed,16,B06,0.083333333,12,LOW,
Smtnl2,MAE,1,no-UMI,Rrm2,16,B07,0.002487562,402,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,16,B08,0.074094105,1849,GOOD,
Smtnl2,MAE,1,no-UMI,Dnmt1,16,B09,0.078494624,930,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Sirt1,16,B10,0,8,LOW,
Smtnl2,MAE,1,no-UMI,Parp1,16,B11,NA,0,LOW-VL,
Smtnl2,MAE,1,no-UMI,Hdac2,16,B12,0,201,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Smchd1,16,C01,0,4,LOW-VL,
Smtnl2,MAE,1,no-UMI,Ehmt2,16,C02,0.017529971,8846,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Rrm2,16,C03,NA,0,LOW-NC,
Smtnl2,MAE,1,no-UMI,Rrm2,16,C04,0.0125,80,LOW-NC,
Smtnl2,MAE,1,no-UMI,Smchd1,16,C05,0.026140441,1953,GOOD-VG,
Smtnl2,MAE,1,no-UMI,Rrm2,16,C06,0,145,MED ,
Smtnl2,MAE,1,no-UMI,Kmt5a,16,C07,NA,0,LOW-NC,
Smtnl2,MAE,1,no-UMI,Luciferase,16,C08,0.017236944,3889,GOOD-VG,
Smtnl2,MAE,1,no-UMI,Dnmt1,16,C09,0.004016064,747,GOOD-VG,
Smtnl2,MAE,1,no-UMI,Dnmt1,16,C10,0.1,10,LOW-NC,
Smtnl2,MAE,1,no-UMI,Rad21,16,C11,NA,0,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ring1,16,C12,NA,0,MED,
Smtnl2,MAE,1,no-UMI,Ehmt2,16,D01,0.008480443,5779,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Rrm2,16,D02,0.333333333,3,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ring1,16,D03,0,35,LOW-NC,
Smtnl2,MAE,1,no-UMI,Kmt5a,16,D04,0,6,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ehmt2,16,D05,0.03030303,33,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ctcf,16,D06,0.026490066,151,LOW-NC,
Smtnl2,MAE,1,no-UMI,Suv39h1,16,D07,0.036014967,2140,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,16,D08,0.019230769,52,VL,
Smtnl2,MAE,1,no-UMI,GFP,16,D09,0.001355014,741,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Hdac2,16,D10,0.057395143,453,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Hdac2,16,D11,0,17,VL-NC,
Smtnl2,MAE,1,no-UMI,Smchd1,16,D12,0.122923588,302,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Eed,16,E01,0.053991694,2168,GOOD-VG,
Smtnl2,MAE,1,no-UMI,Atf7ip,16,E02,0,236,LOW,
Smtnl2,MAE,1,no-UMI,Eed,16,E03,0.02068746,3143,GOOD,
Smtnl2,MAE,1,no-UMI,Rad21,16,E04,0.011307101,2212,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Hdac1,16,E05,0.039517014,1824,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Rad21,16,E06,0,1,LOW-NC,
Smtnl2,MAE,1,no-UMI,Ehmt2,16,E07,0.056100982,714,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Rnf2,16,E08,0.002677376,1494,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Kmt5a,16,E09,0,18,LOW-VL,
Smtnl2,MAE,1,no-UMI,Sirt1,16,E10,0,76,MED,
Smtnl2,MAE,1,no-UMI,Zfp57,16,E11,0,805,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Ring1,16,E12,0.023174464,2287,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Hdac1,16,F01,0.128975265,1133,MED,
Smtnl2,MAE,1,no-UMI,Sirt1,16,F02,0,1175,LOW,
Smtnl2,MAE,1,no-UMI,Atf7ip,16,F03,NA,0,L-NC,
Smtnl2,MAE,1,no-UMI,Parp1,16,F04,0,26,LOW-VL,
Smtnl2,MAE,1,no-UMI,Dnmt1,16,F05,0.111111111,9,LOW-VL,
Smtnl2,MAE,1,no-UMI,Ctcf,16,F06,0,1,NC,
Smtnl2,MAE,1,no-UMI,Zfp57,16,F07,0,3,LOW-VL,
Smtnl2,MAE,1,no-UMI,Ctcf,16,F08,0.00729927,137,MED,
Smtnl2,MAE,1,no-UMI,Rad21,16,F09,0,11,LOW-MED,
Smtnl2,MAE,1,no-UMI,Rnf2,16,F10,0.051898734,790,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Hdac1,16,F11,0,1,LOW-MED,
Smtnl2,MAE,1,no-UMI,Suv39h1,16,F12,0,3,LOW-VL,
Smtnl2,MAE,1,no-UMI,Suv39h1,16,G01,0.000371609,2691,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Zfp57,16,G02,0.045321637,2736,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Smchd1,16,G03,0.05,20,LOW-NC,
Smtnl2,MAE,1,no-UMI,Atf7ip,16,G04,0.014358361,3344,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Ring1,16,G05,0.203748981,1231,MED,
Smtnl2,MAE,1,no-UMI,Atf7ip,16,G06,NA,0,LOW,
Smtnl2,MAE,1,no-UMI,Eed,16,G07,0.023978202,1837,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Ctcf,16,G08,0.248658318,559,MED,
Smtnl2,MAE,1,no-UMI,Sirt1,16,G09,0.027777778,36,LOW,
Smtnl2,MAE,1,no-UMI,Zfp57,16,G10,0,11,LOW-VL,
Smtnl2,MAE,1,no-UMI,Hdac2,16,G11,0.202409639,415,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Kmt5a,16,G12,0.116133082,1594,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Ring1,16,H01,0.113989637,386,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,16,H02,0,2,LOW-VL,
Smtnl2,MAE,1,no-UMI,Parp1,16,H03,0.016357688,917,MED-GOOD,
Smtnl2,MAE,1,no-UMI,Rnf2,16,H04,0.003090235,1618,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Atrx,16,H05,0.028137394,13367,VERY GOOD,
Smtnl2,MAE,1,no-UMI,Suv39h1,16,H06,NA,0,LOW-VL,
Smtnl2,MAE,1,no-UMI,Hdac1,16,H07,0.006944444,144,LOW-MED,
Smtnl2,MAE,1,no-UMI,Rnf2,16,H08,0.001947149,3596,VERY GOOD,
Smtnl2,MAE,1,no-UMI,pLKO,16,H09,0.007249003,2759,VERY GOOD,
Smtnl2,MAE,1,no-UMI,pLKO,16,H10,0.019836272,3176,VERY GOOD,
Smtnl2,MAE,1,no-UMI,EMPTY,16,H11,0,4,NC,
Smtnl2,MAE,1,no-UMI,EMPTY,16,H12,0,14,NC,
Spire1,MAE,1,no-UMI,Ctcf,12,A01,1,1,LOW-NC,
Spire1,MAE,1,no-UMI,Rnf2,12,A02,1,1,LOW-NC,
Spire1,MAE,1,no-UMI,Ehmt2,12,A03,1,44,VERY GOOD,
Spire1,MAE,1,no-UMI,Parp1,12,A04,0.967741935,31,VERY GOOD,
Spire1,MAE,1,no-UMI,Parp1,12,A05,NA,0,NC,
Spire1,MAE,1,no-UMI,Zfp57,12,A06,0.943925234,107,VERY GOOD,
Spire1,MAE,1,no-UMI,Atf7ip,12,A07,1,6,LOW-MED,
Spire1,MAE,1,no-UMI,Hdac2,12,A08,0.988764045,89,VERY GOOD,
Spire1,MAE,1,no-UMI,Kmt5a,12,A09,0.5,2,LOW,
Spire1,MAE,1,no-UMI,Suv39h1,12,A10,1,27,GOOD,
Spire1,MAE,1,no-UMI,Smchd1,12,A11,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Sirt1,12,A12,1,48,GOOD,
Spire1,MAE,1,no-UMI,Atrx,12,B01,NA,0,LOW,
Spire1,MAE,1,no-UMI,Rad21,12,B02,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Eed,12,B03,NA,0,LOW,
Spire1,MAE,1,no-UMI,Hdac1,12,B04,NA,0,LOW-MED,
Spire1,MAE,1,no-UMI,Dnmt1,12,B05,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Eed,12,B06,1,3,LOW-MED,
Spire1,MAE,1,no-UMI,Rrm2,12,B07,1,11,MED,
Spire1,MAE,1,no-UMI,Atrx,12,B08,0.5,12,MED,
Spire1,MAE,1,no-UMI,Dnmt1,12,B09,0.938596491,114,VERY GOOD,
Spire1,MAE,1,no-UMI,Sirt1,12,B10,1,1,LOW,
Spire1,MAE,1,no-UMI,Parp1,12,B11,NA,0,VL-LOW,
Spire1,MAE,1,no-UMI,Hdac2,12,B12,1,84,MED,
Spire1,MAE,1,no-UMI,Smchd1,12,C01,NA,0,LOW,
Spire1,MAE,1,no-UMI,Ehmt2,12,C02,0.945945946,37,VERY GOOD,
Spire1,MAE,1,no-UMI,Rrm2,12,C03,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Rrm2,12,C04,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Smchd1,12,C05,0.892857143,28,GOOD,
Spire1,MAE,1,no-UMI,Rrm2,12,C06,NA,0,LOW-MED,
Spire1,MAE,1,no-UMI,Kmt5a,12,C07,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Luciferase,12,C08,0.774193548,62,GOOD,
Spire1,MAE,1,no-UMI,Dnmt1,12,C09,0.703389831,118,MED-GOOD,
Spire1,MAE,1,no-UMI,Dnmt1,12,C10,1,1,LOW-NC,
Spire1,MAE,1,no-UMI,Rad21,12,C11,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Ring1,12,C12,1,3,LOW-MED,
Spire1,MAE,1,no-UMI,Ehmt2,12,D01,0.976190476,42,VERY GOOD,
Spire1,MAE,1,no-UMI,Rrm2,12,D02,NA,0,VL-LOW,
Spire1,MAE,1,no-UMI,Ring1,12,D03,NA,0,VL-LOW,
Spire1,MAE,1,no-UMI,Kmt5a,12,D04,1,2,LOW-NC,
Spire1,MAE,1,no-UMI,Ehmt2,12,D05,1,1,LOW-NC,
Spire1,MAE,1,no-UMI,Ctcf,12,D06,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Suv39h1,12,D07,1,7,GOOD,
Spire1,MAE,1,no-UMI,Atrx,12,D08,NA,0,L-VL,
Spire1,MAE,1,no-UMI,GFP,12,D09,1,34,MED-GOOD,
Spire1,MAE,1,no-UMI,Hdac2,12,D10,1,10,MED-GOOD,
Spire1,MAE,1,no-UMI,Hdac2,12,D11,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Smchd1,12,D12,0.961290323,155,VERY GOOD,
Spire1,MAE,1,no-UMI,Eed,12,E01,1,37,GOOD,
Spire1,MAE,1,no-UMI,Atf7ip,12,E02,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Eed,12,E03,1,29,GOOD,
Spire1,MAE,1,no-UMI,Rad21,12,E04,1,31,VERY GOOD,
Spire1,MAE,1,no-UMI,Hdac1,12,E05,1,26,MED-GOOD,
Spire1,MAE,1,no-UMI,Rad21,12,E06,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Ehmt2,12,E07,1,20,MED-GOOD,
Spire1,MAE,1,no-UMI,Rnf2,12,E08,0.974025974,155,VERY GOOD,
Spire1,MAE,1,no-UMI,Kmt5a,12,E09,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Sirt1,12,E10,0.947368421,19,MED,
Spire1,MAE,1,no-UMI,Zfp57,12,E11,0.931818182,44,GOOD,
Spire1,MAE,1,no-UMI,Ring1,12,E12,0.953125,128,GOOD-VG,
Spire1,MAE,1,no-UMI,Hdac1,12,F01,1,1,LOW-MED,
Spire1,MAE,1,no-UMI,Sirt1,12,F02,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Atf7ip,12,F03,1,1,L-NC,
Spire1,MAE,1,no-UMI,Parp1,12,F04,1,1,L-VL,
Spire1,MAE,1,no-UMI,Dnmt1,12,F05,1,11,L-VL,
Spire1,MAE,1,no-UMI,Ctcf,12,F06,NA,0,L-NC,
Spire1,MAE,1,no-UMI,Zfp57,12,F07,NA,0,L-VL,
Spire1,MAE,1,no-UMI,Ctcf,12,F08,0,1,LOW-MED,
Spire1,MAE,1,no-UMI,Rad21,12,F09,NA,0,LOW,
Spire1,MAE,1,no-UMI,Rnf2,12,F10,1,85,GOOD-VG,
Spire1,MAE,1,no-UMI,Hdac1,12,F11,1,1,LOW-VL,
Spire1,MAE,1,no-UMI,Suv39h1,12,F12,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Suv39h1,12,G01,0.95,40,VERY GOOD,
Spire1,MAE,1,no-UMI,Zfp57,12,G02,1,14,MED,
Spire1,MAE,1,no-UMI,Smchd1,12,G03,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Atf7ip,12,G04,0.897058824,68,VERY GOOD,
Spire1,MAE,1,no-UMI,Ring1,12,G05,1,10,LOW-MED,
Spire1,MAE,1,no-UMI,Atf7ip,12,G06,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Eed,12,G07,0.9,120,VERY GOOD,
Spire1,MAE,1,no-UMI,Ctcf,12,G08,1,2,LOW,
Spire1,MAE,1,no-UMI,Sirt1,12,G09,1,1,LOW,
Spire1,MAE,1,no-UMI,Zfp57,12,G10,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Hdac2,12,G11,NA,0,MED,
Spire1,MAE,1,no-UMI,Kmt5a,12,G12,0.979166667,48,MED,
Spire1,MAE,1,no-UMI,Ring1,12,H01,0.987179487,78,VERY GOOD,
Spire1,MAE,1,no-UMI,Atrx,12,H02,NA,0,LOW,
Spire1,MAE,1,no-UMI,Parp1,12,H03,1,2,MED,
Spire1,MAE,1,no-UMI,Rnf2,12,H04,0.970588235,68,VERY GOOD,
Spire1,MAE,1,no-UMI,Atrx,12,H05,0.929824561,57,VERY GOOD,
Spire1,MAE,1,no-UMI,Suv39h1,12,H06,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Hdac1,12,H07,1,13,LOW,
Spire1,MAE,1,no-UMI,Rnf2,12,H08,1,137,GOOD,
Spire1,MAE,1,no-UMI,pLKO,12,H09,0.940298507,135,VERY GOOD,
Spire1,MAE,1,no-UMI,pLKO,12,H10,0.923809524,315,VERY GOOD,
Spire1,MAE,1,no-UMI,EMPTY,12,H11,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,EMPTY,12,H12,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Ctcf,16,A01,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Rnf2,16,A02,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Ehmt2,16,A03,1,367,VERY GOOD,
Spire1,MAE,1,no-UMI,Parp1,16,A04,0.894444444,540,VERY GOOD,
Spire1,MAE,1,no-UMI,Parp1,16,A05,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Zfp57,16,A06,1,269,VERY GOOD,
Spire1,MAE,1,no-UMI,Atf7ip,16,A07,1,46,LOW-MED,
Spire1,MAE,1,no-UMI,Hdac2,16,A08,0.976744186,473,VERY GOOD,
Spire1,MAE,1,no-UMI,Kmt5a,16,A09,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Suv39h1,16,A10,0.985347985,275,GOOD,
Spire1,MAE,1,no-UMI,Smchd1,16,A11,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Sirt1,16,A12,1,190,GOOD,
Spire1,MAE,1,no-UMI,Atrx,16,B01,NA,0,LOW-VL,
Spire1,MAE,1,no-UMI,Rad21,16,B02,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Eed,16,B03,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Hdac1,16,B04,1,2,LOW,
Spire1,MAE,1,no-UMI,Dnmt1,16,B05,NA,0,LOW-NC,
Spire1,MAE,1,no-UMI,Eed,16,B06,NA,0,LOW,
Spire1,MAE,1,no-UMI,Rrm2,16,B07,0.822916667,96,MED-GOOD,
Spire1,MAE,1,no-UMI,Atrx,16,B08,0.995726496,234,GOOD,
